서울ㆍ인천ㆍ경기도,서울,A02,2017-03-07 00:00,구름조금,-5,5,높음
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-07 12:00,구름조금,-5,5,높음
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-08 00:00,구름조금,-3,6,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-08 12:00,구름조금,-3,6,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-09 00:00,구름조금,-2,9,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-09 12:00,구름조금,-2,9,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-10 00:00,맑음,0,10,높음
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-10 12:00,맑음,0,10,높음
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-11 00:00,구름조금,1,11,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-03-11 12:00,구름조금,1,11,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-03-12 00:00,구름많음,2,12,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-03-13 00:00,구름조금,2,13,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-03-14 00:00,구름조금,2,12,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-07 00:00,구름조금,-4,4,높음
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-07 12:00,구름조금,-4,4,높음
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-08 00:00,구름조금,-2,5,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-08 12:00,구름조금,-2,5,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-09 00:00,구름조금,-1,7,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-09 12:00,구름조금,-1,7,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-10 00:00,맑음,0,9,높음
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-10 12:00,맑음,0,9,높음
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-11 00:00,구름조금,1,10,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-03-11 12:00,구름조금,1,10,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-03-12 00:00,구름많음,3,11,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-03-13 00:00,구름조금,3,12,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-03-14 00:00,구름조금,2,11,보통
서울ㆍ인천ㆍ경기도,수원,A02,2017-03-07 00:00,구름조금,-5,5,높음
서울ㆍ인천ㆍ경기도,수원,A02,2017-03-07 12:00,구름조금,-5,5,높음
서울ㆍ인천ㆍ경기도,수원,A02,2017-03-08 00:00,구름조금,-3,7,보통
